model,model_color,reference_key,reference,comparison_key,comparison,domain,metric,difference,ci_low,ci_high,verdict,bootstrap_replicates,resampling_unit,n_participants,n_test_messages,seed,baseline_key,baseline
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,accuracy,-0.003340757238307346,-0.031077444814403773,0.025641741071428588,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,macro_f1,0.00038701313207173405,-0.03141521892543368,0.03710149150739189,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,qwk,-0.00017674477305096303,-0.04692344925189489,0.0455276205853023,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_accuracy,-0.014476614699331813,-0.040001112347052316,0.012208657047724673,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_ratings_only,History + ratings only,Quitting,directional_macro_f1,0.011363189056994183,-0.024222361935993336,0.047883091548007954,comparable,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,accuracy,-0.12026726057906456,-0.16853115214246076,-0.07349665924276172,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,macro_f1,-0.12803238130533462,-0.17538144285310261,-0.08213821931669367,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,qwk,-0.3080833387540721,-0.3961192891355624,-0.2173708692274691,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_accuracy,-0.06681514476614703,-0.10000278086763068,-0.03340664336270686,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Content,directional_macro_f1,-0.14485208802871719,-0.1977746811420301,-0.08995607763583639,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,accuracy,-0.14253897550111355,-0.19180021579030723,-0.09465478841870822,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,macro_f1,-0.20558450330223163,-0.25353039464354105,-0.1557858899187842,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,qwk,-0.43634441964866433,-0.5213548521041321,-0.3469432619342174,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_accuracy,-0.16146993318485525,-0.20111670374490176,-0.12111111111111117,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Coping,directional_macro_f1,-0.14558184014208198,-0.20140380912991662,-0.0898733818472058,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,accuracy,-0.19265033407572382,-0.24246569036095109,-0.14173712100852046,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,macro_f1,-0.26263831961142925,-0.3069551137583328,-0.21486102935095222,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,qwk,-0.4579493390690942,-0.5432202949499901,-0.37053081102834934,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_accuracy,-0.1603563474387527,-0.1986607142857143,-0.12360801781737196,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
Gemini-2.5-Pro,#CA9161,pp_cbtact,PP + history + CBT/ACT,history_text_only,History text only,Quitting,directional_macro_f1,-0.21126501960701227,-0.26325820603652356,-0.15936379769137768,reference better,2000,participant,301,898,20264955,pp_cbtact,PP + history + CBT/ACT
